id,content,messageType,createAt,conversationId,aditional_id
31860,saharkarson@gmail.com,user,2025-08-27 09:36:06.532-04,1895,488Z0WQYDRLD4R2LPM71
31861,Ahí sale el número de causa,user,2025-08-27 09:36:07.224-04,1895,NNR4B87173FTIVMCPY68
31862,"",user,2025-08-27 09:36:17.202-04,1895,H83WMGQKHSRVLDUA1BXW
31863,"",user,2025-08-27 09:36:18.544-04,1895,WM1TWPTE3D423A6PU54B
31864,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 09:49:10.636-04,1896,LVDD8T2WD7Z1QT3FVI06
31865,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 09:49:10.67-04,1896,7EGOT3EVPC51PV1SLPR5
31866,"debido a una deuda no pagada de un fondo solidario, llegó esta notificación de embargo a mi antigua residencia",user,2025-08-27 09:50:34.91-04,1896,XFV3A5VOAAC8P5D8J0PD
31867,"",user,2025-08-27 09:50:37.565-04,1896,ATSHO4DPW4LG4XV7MZIV
31868,hay algo que se pueda hacer?,user,2025-08-27 09:51:03.869-04,1896,UC6A4H6D70HT5HJSJNXC
31869,"Buenos Dias mi nombre es Priscila Ovalle Asesora Legal Especialista en deudas, fui asignada a atenderlo Cuenteme como lo puedo ayudar ?",agent,2025-08-27 10:09:52.21-04,1896,B3LVQK78R5EQ4MSN1NSZ
31870,"quien vive en ese domicilio ??
",agent,2025-08-27 10:10:17.35-04,1896,6LDP24LFVJMG4IMW6K1K
31871,Hola Pricila,user,2025-08-27 10:10:38.453-04,1896,RO65TEQNIRLLYVZP8EBK
31872,gracias por tu respuesta,user,2025-08-27 10:10:43.456-04,1896,TE478YE2HU56JJAXQS43
31873,mi ex pareja,user,2025-08-27 10:11:08.888-04,1896,6N10BJKQO1TEGUFU24JJ
31874,"cuentame cual es tu nombre??
",agent,2025-08-27 10:11:11.893-04,1896,QY8Q1T1SHFL2PEJ6PNDW
31875,Me llamo Daniela Delgadillo,user,2025-08-27 10:11:35.544-04,1896,L7PV6N6Y1O11OL586K7O
31876,aunque la casa es de su mamá,user,2025-08-27 10:11:51.042-04,1896,PTX07SH3AQ3WJEIQK2AV
31877,"",agent,2025-08-27 10:12:21.961-04,1896,OS7VTNRTGUZNYLCLNB4K
31878,"Ok, muchas gracias",user,2025-08-27 10:13:06.275-04,1896,AIJ12Z64020DXJM0T1IJ
31879,quedo atenta,user,2025-08-27 10:13:09.221-04,1896,LM58C7ITBTNDUTTBVZNC
31880,"",agent,2025-08-27 10:14:11.76-04,1896,1BS5270CIWW5DU3ZKSTR
31881,"",agent,2025-08-27 10:14:45.592-04,1896,1WHDMEQOVLPPAPIKCUF3
31882,"",agent,2025-08-27 10:18:30.663-04,1896,MLE41ECUSEMA5FDMAI8M
31883,"Ya, si me parece poder proceder así",user,2025-08-27 10:27:19.696-04,1896,XFG6W5XVI4SMLPIKUPQK
31884,se genera un contrato donde va ingresado el servicio ,agent,2025-08-27 10:29:04.58-04,1896,60KSU4LVIB3QVXM2CXKR
31885,cuentame Daniela ,agent,2025-08-27 10:35:10.251-04,1896,36UJBTA3CQHLRJD023GY
31886,el valor es de 10 cuotas de $45.000 ,agent,2025-08-27 10:35:27.297-04,1896,GXB8X2T15YDUIPEE848G
31887,"si, me parece bien",user,2025-08-27 10:53:38.643-04,1896,K8JFBZX4JSHAP75N80T8
31888,super te hablare desde mi numero personal ya que este es el chat de la empresa ,agent,2025-08-27 10:57:07.3-04,1896,N1E05Z0F5PL5LPIQK71Y
31889,no hay problema,user,2025-08-27 10:57:34.184-04,1896,RUBNL0YVL7PGF7SC1BDK
31890,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 10:09:13.578-04,1897,O7R66183N11YDSA5EEMG
31891,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 10:09:13.665-04,1897,K6SQXDCL06FH3SRIUXL4
31892,Buenos días tengo con contrato con ustedes el cual,user,2025-08-27 10:09:33.297-04,1897,EY1CN10WTFATYD6OKCO6
31893,neceito colocarme al dia me pueden enviar la causa de la caja los andes ya que me quieren dscontar 200.000.,user,2025-08-27 10:10:04.544-04,1897,0H1P87BG5NJDUGPCIFPY
31894,porfavo si me pueden llamar se lo agradeceria,user,2025-08-27 10:10:18.019-04,1897,ZWR80RLEZ1RGCQC5TDWT
31895,"📱 Central telefónica: +56228409000
💬 WhatsApp Área Ventas: +56920777777 (solo chat)
💬 WhatsApp Área Legal: +56921839072 (solo chat)
💬 WhatsApp Área Cobranzas: +56971484501 (solo chat)
🗓 Puedes agendar una reunión con uno de nuestros abogados en https://cal.read.ai/deudascl/15-min?step=date-and-time",agent,2025-08-27 10:10:37.191-04,1897,DMCQOV0L88OZFJB8ZYR5
31896,Hola,user,2025-08-27 10:11:52.202-04,1898,QV2HNTQUXNAKVADSGK1Q
31897,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 10:11:52.227-04,1898,VL7L31QOXXMHSSWDK768
31898,Estoy endeduddado,user,2025-08-27 10:12:04.272-04,1898,BBAAEWLHXFCDE2VP24M1
31899,Hola buenos días,agent,2025-08-27 10:23:35.585-04,1898,CY3ME4A3U0DWX1OMLD2J
31900,"junto con saludar cordialmente, te comento que mi nombre es Ivonne Hidalgo, soy asesora legal de ⚖Deudas.CL⚖",agent,2025-08-27 10:23:47.922-04,1898,Q8WHJIZ5TPZH6AHISQXU
31901,te puedo orientar con esas deudas ! ,agent,2025-08-27 10:23:53.924-04,1898,DPGK0X2SF2FXNE73ECM1
31902,tienes algun certificado de deudas actualizado ?,agent,2025-08-27 10:24:07.662-04,1898,42P1MC6ABGHZYP3DOXSD
31903,??,agent,2025-08-27 11:39:24.489-04,1898,N5HD73IL6SEEPDFDR5PG
31904,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 10:45:23.038-04,1899,B7O1S5V1D3HB00TB0FKP
31905,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 10:45:23.52-04,1899,VB1WSQCC0LWGKF1UUE61
31811,cuanto es el monto adeudado en la caja?,agent,2025-08-27 09:23:47.671-04,1892,QEQ1HNICPFTFQV388ZZ1
31812,Saque un crédito de 7 millones y e pagado creo que unas 6 cuotas de casi 300,user,2025-08-27 09:25:38.13-04,1892,2U6GNCAC2ESI2KP4UOY3
31813,"ok
",agent,2025-08-27 09:26:58.611-04,1892,1R5NHN0F6LTTD3VCRA2B
31814,puede hablar?,agent,2025-08-27 12:07:51.302-04,1892,Z5YLL2N33JG855XNJ2DD
31815,Si dígame,user,2025-08-27 12:08:34.298-04,1892,N55VM6J06QT27YPB27T3
31816,"lo llamo por telefono
",agent,2025-08-27 12:08:44.967-04,1892,FB6YMNRI6N7RHM400ZF8
31817,Yap,user,2025-08-27 12:08:53.47-04,1892,X8O10GJLM6HU8IU817TJ
31818,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 09:28:12.873-04,1893,JE177TGKZ7250GD6QR3V
31819,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 09:28:12.945-04,1893,6GMPV8XT0DCI5V6CZIGR
31820,Que requisitos necesito para declararme en quiebra o banca rota,user,2025-08-27 09:28:49.834-04,1893,YVFKDP0P171GE5BAHVEO
31821,"Buenas Días, soy Belén Velásquez asesora legal de deudas.cl ",agent,2025-08-27 09:34:46.495-04,1893,4PAMH2ILL4GWWTMLUPQI
31822,podemos hablar por teléfono? ,agent,2025-08-27 09:35:06.794-04,1893,GR1WF2O6LAFIOQPSIBVL
31823,Sii,user,2025-08-27 09:35:16.726-04,1893,PPZ7W84TBQQSQEA0ZD14
31824,Llameme,user,2025-08-27 09:35:26.725-04,1893,8LL63JYYDV4X4DUXLGXE
31825,No hay problema,user,2025-08-27 09:35:31.043-04,1893,CTVGJ15ZRN50EP5IVATT
31826,Cual es tu nombre ? ,agent,2025-08-27 09:37:02.012-04,1893,K8KNHMCRB55QWL7WL2WK
31827,Julio,user,2025-08-27 09:38:24.924-04,1893,KVFPATHECF60U0ENIZ06
31828,No le pude contestar,user,2025-08-27 09:39:02.819-04,1893,I0V0SS0CWXUVCQ6UEYA4
31829,Me puede dar 10 minutos porfavor,user,2025-08-27 09:39:14.66-04,1893,8IB6SR3CTMCRCKTD03QS
31830,Puedes hablar ahora? ,agent,2025-08-27 10:10:38.598-04,1893,K6SNUU3E716GPRV02LLY
31831,Si,user,2025-08-27 10:49:42.168-04,1893,PBU8WZEF8IKLAMU5DM7W
31832,Estoy disponible,user,2025-08-27 10:50:02.142-04,1893,207Q3N4ENZYSXQ4KU3JJ
31833,perfecto ,agent,2025-08-27 10:58:03.832-04,1893,W3KLOVQLOOGEFFPGB3N1
31834,no logro contacto ,agent,2025-08-27 10:58:45.575-04,1893,EHR4JOTWJIJOZBWI4VHP
31835,puedes hablar ahora? ,agent,2025-08-27 12:16:23.769-04,1893,DLIQ6QPSKMETVJ3FC01H
31836,Si puedo,user,2025-08-27 12:20:12.424-04,1893,EVEI3AE0IOCVBQ3AW7BM
31837,Llámeme ahora,user,2025-08-27 12:20:23.344-04,1893,CCSLE4NA2XROE415EY5I
31838,Hola,user,2025-08-27 09:31:11.416-04,1894,CM50MX74YD7XMN0CUVVM
31839,"Bienvenido nuevamente a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 09:31:11.447-04,1894,NDRAG81HVW731S8WL8QU
31840,Ley de quiebras,user,2025-08-27 09:31:24.931-04,1894,A4FLU4PUR0UO61XOCSDL
31841,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 09:45:14.949-04,1894,G1N6O2I82E3BFTCIJQOR
31842,Hola buenos días ,agent,2025-08-27 09:47:27.169-04,1894,TXB7ZITTUQT5COH0ARMT
31843,si claro !!,agent,2025-08-27 09:47:57.844-04,1894,VTIXUHJNM38PKINQ06N0
31844,en que horario te puedo llamar ?,agent,2025-08-27 09:48:03.912-04,1894,H7HMPG335K2PBH4PPIDG
31845,Ahora,user,2025-08-27 09:48:21.88-04,1894,0UNQT6M8QQW2TWX01NH0
31846,ok me comunico ,agent,2025-08-27 09:49:04.52-04,1894,2JSU02PXDB0IB0FUHTT8
31847,estoy llamando desde el 228409000,agent,2025-08-27 09:49:44.879-04,1894,HD7MA737LEXHDWMBZPOI
31848,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 09:51:05.189-04,1894,WYMB42I5GH2853GFNGLX
31849,https://conocetudeuda.cmfchile.cl/informe-deudas/,agent,2025-08-27 10:02:38.607-04,1894,HC5EQEOUF1QZEM5DXSGF
31850,https://conocetudeuda.cmfchile.cl/mediador/informe-deudas-pdf,user,2025-08-27 10:04:42.893-04,1894,4RNFNHJTENIQH0WPKOBA
31851,"",user,2025-08-27 10:05:56.41-04,1894,EBBF7OBWI4YWS2ZKKG3W
31852,https://oficinajudicialvirtual.pjud.cl/home/index.php,agent,2025-08-27 10:12:29.534-04,1894,TH0D5FXITL7UUF38GYR0
31853,"",agent,2025-08-27 10:12:44.073-04,1894,8A8WHDR4BTLYWBIXE6TO
31854,"",agent,2025-08-27 10:13:01.445-04,1894,OEHC7QEGTUHTWTUWUIE0
31855,Estado civil soltero,user,2025-08-27 09:35:58.872-04,1895,KRQULQE2Y2VJJ65K72EU
31856,"Bienvenido nuevamente a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 09:35:58.965-04,1895,MH0ZD10KWGSZ580Z4YGQ
31857,Población José olano arizmendi pasaje Puyehue 1423,user,2025-08-27 09:36:04.09-04,1895,CLXOVWDB7TGQEMC4JFRH
31918,Hola buen día,user,2025-08-27 11:03:03.128-04,1900,PDFMSIFUZQFTF6AB3PRT
31919,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 11:03:03.908-04,1900,5C0XWWICTKSCT2OVJMUK
31920,"Buenos días, soy Mirko Fernández asesor legal de Deudas.cl",agent,2025-08-27 11:03:22.695-04,1900,JJ0GSVV0ZF8T4AH142MM
31921,Tienes deudas con entidades financieras ?,agent,2025-08-27 11:03:31.398-04,1900,Y83XNKJNDPLDJ3K3Z32B
31922,Hola,user,2025-08-27 11:47:34.176-04,1900,RSMSOSUP6JQ5QOY56TL0
31923,Sii,user,2025-08-27 11:47:37.312-04,1900,QULFV185TOCQDIL7GORM
31924,Con varias,user,2025-08-27 11:47:40.482-04,1900,ZIU3Z37XZ3LKRVGTS0PZ
31925,Tienes algún informe de deudas que me puedas compartir ? puede ser el de la CMF que es gratuito. ,agent,2025-08-27 11:48:52.565-04,1900,0QRI7VRDTW41NG2WY4BD
31926,Luego de ello coordinamos un horario para poder asesorarte,agent,2025-08-27 11:49:19.585-04,1900,7LGVDUV165AM4JHLNQNN
31927,"Ok, lo obtengo y lo envío",user,2025-08-27 11:49:46.401-04,1900,FDX1OGO5BCL7NF80BN3E
31928,"",user,2025-08-27 11:52:28.401-04,1900,YBEQ733H6XDH8CDOTDWA
31929,"",user,2025-08-27 11:53:14.474-04,1900,WCN5A81LKE63IV8MT7F2
31930,"",user,2025-08-27 11:53:24.598-04,1900,7KSF0MZYBR1TDAI4D5Z8
31931,Tienes una demanda por Santander adicional a lo que esta informado en la CMF. ,agent,2025-08-27 11:54:03.85-04,1900,IUUS0Q8XS06LU03JQIRK
31932,Si,user,2025-08-27 11:54:15.749-04,1900,DLXVE5YJVQH1Z36BUEZ5
31933,Te ha llegado otra notificación ?,agent,2025-08-27 11:54:26.45-04,1900,LJEXAZGYUE5FZJCX1VG0
32145,"",user,2025-08-27 14:29:54.403-04,1915,2QASQD2HRRAPWKFP3I33
32146,"",user,2025-08-27 14:30:03.113-04,1915,X104R8YZHNRJJN58EIPH
32147,"",user,2025-08-27 14:30:10.626-04,1915,25WP7UPQ8ZFSR7B3UGHQ
32263,"",user,2025-08-26 15:34:17.479-04,1925,GMYJTSHVN1SDE2B5SCWS
32273,puede quedar listo hoy el contrato?,user,2025-08-26 15:46:57.981-04,1925,0CPNSBI6L1R33PON5ZK0
32274,si por supuesto ,agent,2025-08-26 15:51:07.216-04,1925,GWLADJJ0WJ4LEAY7DBWN
32275,Muchas gracias,user,2025-08-26 15:51:15.576-04,1925,M8NF3F7O1QOG26Z15DVL
32276,"ya hago la gestion y te envio el link 
",agent,2025-08-26 15:51:19.045-04,1925,TXR375UECGZRNNIX8BQO
32277,"",agent,2025-08-26 15:52:41.7-04,1925,0UY0RC56HH3IYLQG2G6N
32278,Perfecto,user,2025-08-26 15:54:21.681-04,1925,WR7F0FW72B2GY8KJM0JO
32279,Tenemos ese giro también,user,2025-08-26 15:54:28.124-04,1925,J02XQ7COI3UIPPJGDUJF
32280,super,agent,2025-08-26 15:54:51.427-04,1925,20N4JKCVEBSIOZSRS1YL
32420,Te asignaremos un agente disponible,bot,2025-08-26 16:29:46.887-04,1932,LVA2ET0WJQSF7LAOIX6G
31906,"Buenos días, soy Mirko Fernández asesor legal de Deudas.cl ",agent,2025-08-27 10:45:39.16-04,1899,2QVOPYSUGNRBO3KAF36I
31907,Nesecito hablar,user,2025-08-27 10:45:42.763-04,1899,VB5EV01YC5Z5UTR02TE3
31908,Tienes deudas con entidades financieras ?,agent,2025-08-27 10:45:47.831-04,1899,OQEUQVGRCZHA4I2SSJ1W
31909,Con alguna,user,2025-08-27 10:45:51.96-04,1899,VWVNEB6VGC6TL6FS8TDK
31910,Persona,user,2025-08-27 10:46:01.515-04,1899,D0JLH4ZWNC7K0KRRCIIZ
31911,Tienes deudas ?,agent,2025-08-27 10:46:09.804-04,1899,UMCFT7FJ2JEQD5BUQ0DI
31912,Si,user,2025-08-27 10:46:42.306-04,1899,541D17ZDNSG2D0OXRI7P
31913,Pero nesecito,user,2025-08-27 10:46:50.155-04,1899,XPFFDA2GVKRIVL42SLYL
31914,Hablar,user,2025-08-27 10:46:52.072-04,1899,2WJJS8XZA5F4UCUQRELQ
31915,Te llamo,agent,2025-08-27 10:46:57.621-04,1899,Z7BK58T4UAYC7EHQ3ZRJ
31916,Ok,user,2025-08-27 10:47:05-04,1899,WLFLZLPPOIA07RWJNM3M
31917,Lo voy a derivar con cobranza para que le puedan ver el tema de los pagos. ,agent,2025-08-27 10:48:33.764-04,1899,0VPTYQ78E7TR4731VAXZ
31934,Por parte de CMR Falabella por ejemplo. ,agent,2025-08-27 11:54:40.533-04,1900,B0AS75743KYZYU4V7FWT
31935,A mis manos nada,user,2025-08-27 11:55:13.02-04,1900,AUVY3FXE353TN520JO7H
31936,Quizá a algún domicilio anterior,user,2025-08-27 11:55:23.204-04,1900,Q44ZWT1CR4Y6UNWOB3TZ
31937,Por correo electrónico no he revisado,user,2025-08-27 11:56:20.93-04,1900,84TJX0HMIUUKW25ZACQ4
31938,Por correo solo tengo ofertas de pago,user,2025-08-27 11:58:46.671-04,1900,7O8Z3W53V64MFFJYOD4I
31939,perfecto,agent,2025-08-27 12:02:01.442-04,1900,FORJJS6BYYE7MG7FEF8E
31940,En que horario podemos coordinar una llamada ?,agent,2025-08-27 12:02:19.039-04,1900,8ZW7NHCSTVEX5A8GVN4P
31941,Podría ser a las 4 por favor,user,2025-08-27 12:19:02.471-04,1900,ZNMRX83VIY0LFK2SF8M0
31942,"perfecto, lo coordino. ",agent,2025-08-27 12:19:18.201-04,1900,BLE0RZ5GH3RYSDKOEOLJ
31943,"Hola Maria Jose, buenas tardes",agent,2025-08-27 16:02:15.983-04,1900,7XOFUYBKVHSHOOJ3QYI3
31944,Te llame pero sin exito. ,agent,2025-08-27 16:02:26.361-04,1900,NL8S68FT285QMTM0DTTL
31945,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 11:21:44.418-04,1901,L5ZJAPU7ZOILCAR76AV6
31946,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 11:21:44.447-04,1901,6RJ53NG0VPB7ARJO812E
31947,"Buenos días, el día lunes me llegó un correo de cobranza de consejo de defensa del estado que debo hacer reintegro del bono clase media que solicité el 2020 con intereses, cuando nunca fui notificada. Ayer fui al SII donde no está mi deuda ni en tesorería del estado, en ningún lado está mi deuda. SOLO la respuesta fue que se me estaba cobrando eso porque ahora soy funcionaría pública!!!! Encuentro que es súper injusto porque si no está mi deuda en ningún lado es porque realmente cumplía con los requisitos y están haciendo algo totalmente injusto conmigo",user,2025-08-27 11:24:44.723-04,1901,142GRZJ7AJCHFQQ2H818
31948,Son 828.900 pesos que debo pagar,user,2025-08-27 11:24:56.926-04,1901,O4G245K1YA624ZKTP2YJ
31949,"Estimada buen día, mi nombre es Nathalia y soy Ejecutiva Comercial en Deudas.cl. Lamentablemente nosotros no vemos este tipo de causas. 
",agent,2025-08-27 11:36:57.579-04,1901,TZZ7FFEWL2U3SQ02F5JV
31950,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 12:07:32.146-04,1902,2B11OOUDKDREBS5X8SS6
31951,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:07:32.337-04,1902,0DKU4MHBRR7LDDM3VSCZ
31952,"Buenos Dias mi nombre es Priscila Ovalle y fui asignada para atenderlo, cuenteme cual es su nombre ?",agent,2025-08-27 12:08:08.349-04,1902,681HQRCOWEHUERS7MQTF
31953,El 20 de agosto me llegó una notificacion de embargo por la deuda cae q tengo atrasada,user,2025-08-27 12:08:30.484-04,1902,SVUKQRYEB4UHPJ7SUYB6
31954,Buenas tardes señorita mi nombre es Daniela maturana,user,2025-08-27 12:08:57.676-04,1902,0TWNZRO7X35OAERHRJG2
31955,En la notificacion me señala el receptor si tengo el monto para cancelar y yo le dije q no,user,2025-08-27 12:10:28.073-04,1902,CGQ8K28L40FI548MBRBK
31956,Y q di queria q me embargaran y obio q le dije q no,user,2025-08-27 12:10:49.687-04,1902,31ADGRW61LJG8UVHZ4QT
31957,Yo en julio le envie un correo a los del banco scotiabank para poder cancelar las cuotas ya q en ese momento la pagina del banco no me dejaba cancelar y me informan q,user,2025-08-27 12:11:53.281-04,1902,L2VITEVJO1MHHKTH7IXI
31958,__unsupported__,user,2025-08-27 12:12:08.641-04,1902,DTSR5Q5M4GMZII4GP1ZH
31959,"",user,2025-08-27 12:12:10.182-04,1902,OP0O5B3DKBMHODKDSW2P
31960,"",user,2025-08-27 12:12:11.395-04,1902,C1H1IN8GO8RDD24RBFYZ
31961,Se está gestionando el cobro de la garantia con la tesoreria general de la republica,user,2025-08-27 12:12:50.214-04,1902,QVGAECH20XJXVXXFNCR8
31962,Fui hoy a la tesoreria y el banco aún no ha hecho los traspasos de las cuotas atrasadas,user,2025-08-27 12:13:28.147-04,1902,HAZZPYHAGP8TCSJGXGB0
31963,Por eso necesito ayuda ya no se q hacer,user,2025-08-27 12:13:57.996-04,1902,HTAZ6BKILYS1MSU7S1PH
31964,"Buenos dias 
",agent,2025-08-27 12:26:24.967-04,1902,Y36PIB0WDJ1LXYIS1NXG
31965,tienes la carta de la notificacion =??,agent,2025-08-27 12:26:41.829-04,1902,HLOGUNCU4V0QOREV8BAB
31966,"",user,2025-08-27 12:27:36.346-04,1902,66ZAPBY2DF00231XGJRH
31967,"tienes 8 dias para responder demanda 
",agent,2025-08-27 12:28:11.654-04,1902,751UUWGHN0S5T77FOFV7
31968,"dejame revisar en el poder judicial dame un momento 
",agent,2025-08-27 12:28:29.062-04,1902,CQVIGXAP0D83B4UBPXWJ
31969,La causa es la c-9190-2025,user,2025-08-27 12:28:31.293-04,1902,VAEV8XTACF3Z5JJPQMQF
31970,que tribunal ??,agent,2025-08-27 12:28:41.039-04,1902,SIGETQ080DA7PEWSCV8Y
31971,"",user,2025-08-27 12:30:35.475-04,1902,BB3UZG3CZ16YUEK8SDTH
31972,Y los q me notificaron son de juzgado de letras y garantia de petorca,user,2025-08-27 12:31:14.085-04,1902,DLDX57EKS466YL8NT61G
31973,si entiendo ,agent,2025-08-27 12:31:27.229-04,1902,2NPWNADRERUO5IU5LULU
31974,deme un momento para revisar ,agent,2025-08-27 12:31:37.358-04,1902,G253UMVAOUUQW2J7CLR3
31975,Ya muchas gracias,user,2025-08-27 12:31:52.235-04,1902,N48841R2D4QLCHFB3RBG
31976,"",agent,2025-08-27 12:33:20.073-04,1902,CQGWMODP7URFWVKV8SDI
31977,no puedo ver la demanda ,agent,2025-08-27 12:33:31.693-04,1902,HI5OJ7M0TM7PHAEX2JS8
31978,esta bloqueada,agent,2025-08-27 12:33:39.59-04,1902,EEO07L0UALA2VLGEVTGT
31979,"con rut y clave unica puedo revisar 
",agent,2025-08-27 12:33:52.329-04,1902,WP2XQAUVWLQUUMBP8QHS
31980,159557340,user,2025-08-27 12:34:18.585-04,1902,QL2O47J3ZSOYONXCZVN5
31981,Mi clave unica es Adolfo290311#,user,2025-08-27 12:34:37.272-04,1902,8T50HYQA3HUYOC51ZO3A
31982,La a mayuscula,user,2025-08-27 12:34:44.9-04,1902,78F4SI6FVSDKB2KLW0WS
31983,"ok 
",agent,2025-08-27 12:34:51.391-04,1902,7N8TNIZ0L4XCQUGOSAY2
31984,listo ,agent,2025-08-27 12:47:50.642-04,1902,0D17USZEUD74LIOHSJQP
31985,"",agent,2025-08-27 12:48:17.986-04,1902,EK40MBQVF5OFD27U0OO5
32105,Ya,user,2025-08-27 15:57:50.089-04,1911,3QV4GNGA0UFS4ABCSO1E
31986,tienes 8 dias para defenderte se cuenta del dia siguente del requerimiento de pago ,agent,2025-08-27 12:49:37.807-04,1902,Y0B3GKOQR73JTVYOIKLZ
31987,"",agent,2025-08-27 12:49:51.094-04,1902,CKX6DIO4RRZ24HZJ6Y38
31988,hasta el dia viernes ya que se cuenta hasta el dia sabado ,agent,2025-08-27 12:50:13.756-04,1902,J8PTEGCUFS6MFA5Z5IMI
31989,"Daniela 
",agent,2025-08-27 12:53:35.028-04,1902,LEYSIV7L7V2XFHRNI881
31990,Ya se pasó el plazo?,user,2025-08-27 12:55:06.675-04,1902,ZNYJMFMSSD53CRGWMXYF
31991,no tienes hasta e viernes ,agent,2025-08-27 12:55:19.049-04,1902,XMUA3OYGEBRIFSU1H2XD
37667,Iniciamos?,agent,2025-09-01 15:26:50.15-04,2508,RDJIJW4N08OSHFZEBJNS
31992,Con todo lo q le dije hace un instante q fui a la tesoreria fui a tribunales y me dijeron bueno en la tesoreria q tenia q esperar hasta diciembre y en tribunales me dijeron q tenia q estar revisando la causa,user,2025-08-27 12:57:22.955-04,1902,KOTAQAQ1SEYS02BWNDAX
31993,Y nada mas,user,2025-08-27 12:57:28.056-04,1902,E7HGLYUHJX4D3JB5MTZ4
31994,"que es lo que te podemos ofrecer en el servicio: Primero es Frenar el proceso de embargo y darte terceria para la protecciones de los bienes, se frena este proceso aproximado  3 años, y dps la tesoreria te cobrara",agent,2025-08-27 12:57:42.845-04,1902,G2F0K7SO70DFN7S83JXO
31995,"te retrasamos el pago a 3 años 
",agent,2025-08-27 12:57:51.876-04,1902,LEXLIZV81W33I7CDAQ48
31996,Ya,user,2025-08-27 12:59:06.88-04,1902,HSWNYV7W6N3CF8CO88U7
31997,Y cuanto me saldria sus honorarios?,user,2025-08-27 12:59:26.231-04,1902,5QPKK8QW485Q7ESMRHA4
31998,Para poder realizar ese tramite,user,2025-08-27 13:00:00.273-04,1902,1AWP3N8DIHFBRX7U6RWA
31999,10 cuotas de $45.000,agent,2025-08-27 13:00:57.67-04,1902,LOCKJ2I6371C17UXJ836
32000,Yaa hagamoslo por favor,user,2025-08-27 13:02:03.323-04,1902,MACIB4EFOQROOHE6K5LR
32001,Lo antes posible,user,2025-08-27 13:04:11.703-04,1902,E3QULG24I3EYYMXEC6LP
32002,"",agent,2025-08-27 13:05:54.752-04,1902,7ER5P8LLF6YYJ124AXBD
32003,Ya muchas gracias,user,2025-08-27 13:06:58.848-04,1902,SE8L7EJ60QQK2MDJ1VCM
32004,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 12:16:15.372-04,1903,PH2C7YI0ITY1U0400P0B
32005,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:16:15.403-04,1903,QH77MZ3ADRXYH25KT3CS
32006,Buenas necesito sacar un certificado de deuda o Dicom gratis aunque no tengo deuda,user,2025-08-27 12:16:55.211-04,1903,Z7G1G55ROT4WL2GAF1QI
32007,"Hola buenas tardes, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 12:39:20.793-04,1903,UABLCATS8I3AKYY1AUFO
32008,No nada,user,2025-08-27 12:47:17.832-04,1903,GIR7D3S3QNP8203UM5ZP
32009,Solo quería pedir un certificado de dicom,user,2025-08-27 12:47:34.768-04,1903,LKBM7YGEDL0K1ORGIVQT
32010,Eso,user,2025-08-27 12:47:36.047-04,1903,TTAP0KSGZEQC3E3F1B1G
32011,"👉 Para conocer tu estado en DICOM, debes consultar en https://sec.equifax.cl/compraonline/
👉 También puedes conocer tu estado financiero en https://conocetudeuda.cmfchile.cl/",agent,2025-08-27 12:52:02.159-04,1903,VTRTBDFF4XTVQW1J8FM1
32012,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 12:18:15.832-04,1904,C1GCW638NO3UFXSPNEAR
32013,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:18:15.919-04,1904,NXYSYJMKOTFN7E3134YA
